,receiver_player_name,sp,yards_gained,air_yards,yards_after_catch,first_down_rush,first_down_pass,fumble,touchdown,pass_touchdown,rush_touchdown
37115,R.Anderson,1,5,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37128,E.McGuire,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
37129,R.Anderson,0,20,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37134,A.Roberts,1,13,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37139,De.Thomas,0,10,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
37142,J.Kearse,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37143,T.Cannon,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37147,De.Thomas,0,0,-5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37148,R.Griffin,0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37153,A.Roberts,0,0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0
37156,D.Carter,0,50,8.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0
37159,D.Hopkins,0,13,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37160,De.Thomas,0,-1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37161,D.Hopkins,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37165,E.McGuire,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37170,C.Herndon,0,25,18.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
37171,R.Anderson,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
37173,R.Anderson,0,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37177,R.Anderson,0,6,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37179,C.Herndon,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
37185,D.Hopkins,0,20,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37186,A.Blue,0,6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37187,De.Thomas,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37189,De.Thomas,0,20,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37190,De.Thomas,0,3,-4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37191,D.Hopkins,0,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37192,D.Hopkins,1,14,14.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37195,R.Anderson,0,0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0
37196,A.Roberts,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37199,R.Anderson,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37208,J.Kearse,0,0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0
37211,E.McGuire,0,16,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
37217,P.Lindsay,0,-5,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37219,J.Landry,0,19,12.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
37221,J.Landry,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37222,B.Perriman,1,31,30.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
37226,P.Lindsay,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37227,P.Lindsay,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37230,D.Johnson,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
37231,A.Callaway,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37235,T.Patrick,0,11,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37236,T.Patrick,0,15,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37237,D.Hamilton,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
37238,C.Sutton,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37239,B.Parker,0,7,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37241,M.LaCosse,0,11,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37243,P.Lindsay,0,2,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37246,D.Booker,0,2,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37252,D.Njoku,0,20,8.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
37254,D.Njoku,0,0,32.0,,0.0,0.0,0.0,0.0,0.0,0.0
37255,A.Callaway,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
37257,C.Sutton,0,12,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37260,C.Sutton,0,6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37261,M.LaCosse,0,10,-1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
37262,B.Parker,0,11,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37263,C.Sutton,0,9,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37264,A.Holmes,0,5,-3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37266,T.Patrick,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37267,D.Booker,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
37272,R.Higgins,0,11,5.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
37275,J.Landry,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
37276,B.Perriman,0,0,27.0,,0.0,0.0,0.0,0.0,0.0,0.0
37279,D.Njoku,0,0,22.0,,0.0,0.0,0.0,0.0,0.0,0.0
37280,J.Landry,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37283,D.Hamilton,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37285,M.LaCosse,0,8,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37286,C.Sutton,0,13,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37287,T.Patrick,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
37289,M.LaCosse,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
37290,C.Sutton,0,0,29.0,,0.0,0.0,0.0,0.0,0.0,0.0
37293,J.Landry,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37294,D.Johnson,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37297,D.Hamilton,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37298,T.Patrick,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
37303,D.Johnson,0,10,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
37304,A.Callaway,0,11,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37306,J.Landry,0,0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0
37312,D.Johnson,0,5,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37313,A.Callaway,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37316,A.Callaway,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37318,A.Callaway,0,12,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37320,D.Johnson,0,6,-1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37321,R.Higgins,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37322,D.Njoku,0,5,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37328,T.Patrick,0,24,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0
37329,P.Lindsay,0,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37333,D.Hamilton,0,-3,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37334,T.Patrick,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
37338,N.Chubb,0,0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0
37344,D.Hamilton,0,0,28.0,,0.0,0.0,0.0,0.0,0.0,0.0
37345,J.Landry,0,12,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37347,R.Higgins,0,19,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37349,J.Landry,0,6,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37350,A.Callaway,1,2,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37354,T.Patrick,0,12,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37356,P.Lindsay,0,16,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
37358,D.Hamilton,0,14,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37359,R.Freeman,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37360,D.Hamilton,0,0,19.0,,0.0,0.0,0.0,0.0,0.0,0.0
37361,D.Hamilton,0,9,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37376,D.Njoku,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37380,M.LaCosse,0,14,12.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37381,D.Hamilton,0,8,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37382,D.Hamilton,0,0,35.0,,0.0,0.0,0.0,0.0,0.0,0.0
37383,D.Hamilton,0,0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37384,D.Booker,0,15,3.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
37386,M.LaCosse,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37387,D.Hamilton,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
37394,A.Robinson II,0,30,3.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
37396,A.Robinson II,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37397,A.Robinson II,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
37401,R.Cobb,0,9,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37402,D.Adams,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37406,J.Howard,0,15,2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
37410,T.Burton,0,9,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37413,T.Mizzell,0,9,-3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
37414,T.Cohen,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37420,J.Williams,0,13,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37421,J.Williams,0,21,-2.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0
37428,T.Gabriel,0,11,-1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
37429,T.Cohen,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37431,L.Kendricks,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37434,D.Adams,0,13,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37436,L.Kendricks,0,16,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0
37437,R.Cobb,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37439,E.St. Brown,0,0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0
37444,A.Robinson II,0,19,11.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37448,A.Shaheen,0,23,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37449,T.Cohen,0,-4,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37450,A.Robinson II,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37451,A.Robinson II,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
37453,E.St. Brown,0,7,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37455,D.Adams,0,0,21.0,,0.0,0.0,0.0,0.0,0.0,0.0
37459,T.Burton,0,9,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37462,T.Burton,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
37463,J.Bellamy,0,18,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37465,T.Cohen,1,12,2.0,10.0,0.0,1.0,0.0,1.0,1.0,0.0
37470,E.St. Brown,0,0,46.0,,0.0,0.0,0.0,0.0,0.0,0.0
37473,D.Adams,0,0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0
37476,D.Adams,0,11,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37478,L.Kendricks,0,6,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37482,L.Kendricks,0,3,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37483,J.Graham,0,11,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37485,D.Adams,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
37486,R.Cobb,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37489,A.Robinson II,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37490,T.Cohen,0,13,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37495,R.Cobb,0,0,30.0,,0.0,0.0,0.0,0.0,0.0,0.0
37497,D.Adams,0,28,25.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37498,D.Adams,0,10,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37500,D.Adams,1,2,,,0.0,0.0,0.0,0.0,0.0,0.0
37502,T.Burton,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
37503,T.Burton,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37506,T.Gabriel,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37508,A.Shaheen,0,16,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37515,R.Cobb,0,0,36.0,,0.0,0.0,0.0,0.0,0.0,0.0
37516,M.Valdes-Scantling,0,0,50.0,,0.0,0.0,0.0,0.0,0.0,0.0
37519,T.Gabriel,0,8,9.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
37521,T.Burton,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37524,T.Burton,1,13,13.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37528,R.Cobb,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37529,J.Williams,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37533,T.Cohen,0,5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37536,J.Graham,0,13,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37537,J.Williams,0,6,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37538,D.Adams,0,23,10.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
37539,J.Kumerow,0,5,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
37541,R.Cobb,0,16,17.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0
37543,J.Kumerow,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37544,J.Graham,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
37553,D.Adams,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37555,J.Williams,0,2,-5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37556,M.Valdes-Scantling,0,12,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37558,D.Adams,0,23,15.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37559,D.Adams,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37560,J.Graham,0,8,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37562,D.Adams,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
37573,I.McKenzie,0,4,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37574,I.McKenzie,0,7,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37577,I.McKenzie,0,13,-2.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
37583,K.Golladay,0,20,13.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0
37585,B.Powell,0,5,-4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
37586,T.Jones,0,5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37590,R.Foster,0,7,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37592,Z.Jones,0,11,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37593,Z.Jones,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
37598,K.Golladay,0,31,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37607,A.Jones,1,4,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
37611,I.McKenzie,0,11,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37612,R.Foster,0,28,20.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37618,K.Golladay,0,0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37621,K.Golladay,0,24,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37624,K.Golladay,0,40,35.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37630,I.McKenzie,0,16,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37633,R.Foster,0,0,41.0,,0.0,0.0,0.0,0.0,0.0,0.0
37637,L.Toilolo,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37638,L.Toilolo,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37643,I.McKenzie,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37644,Z.Jones,0,0,48.0,,0.0,0.0,0.0,0.0,0.0,0.0
37649,A.Jones,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37651,Z.Zenner,0,0,6.0,,0.0,0.0,0.0,0.0,0.0,0.0
37652,T.Riddick,0,4,-5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
37653,T.Riddick,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
37657,K.Ford,0,7,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37663,Z.Jones,0,0,32.0,,0.0,0.0,0.0,0.0,0.0,0.0
37666,B.Powell,0,3,-4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
37667,L.Blount,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
37671,D.Thompson,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
37672,R.Foster,0,31,27.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
37677,K.Golladay,0,8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37680,L.Toilolo,0,18,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37684,Z.Zenner,0,-5,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37685,T.Jones,0,0,25.0,,0.0,0.0,0.0,0.0,0.0,0.0
37687,D.Thompson,0,0,52.0,,0.0,0.0,0.0,0.0,0.0,0.0
37688,Z.Jones,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
37689,Z.Jones,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
37692,T.Jones,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
37693,T.Riddick,0,5,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
37698,R.Foster,1,42,30.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
37701,Z.Zenner,0,5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37704,K.Golladay,0,20,16.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
37706,Z.Zenner,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37707,B.Powell,0,3,-1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37710,C.Clay,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37711,I.McKenzie,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
37713,K.Golladay,0,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37715,L.Toilolo,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37719,J.Croom,0,25,22.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37734,C.Godwin,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
37735,A.Humphries,0,7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37741,H.Hurst,0,8,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37746,M.Evans,0,0,42.0,,0.0,0.0,0.0,0.0,0.0,0.0
37747,M.Evans,0,0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0
37749,A.Humphries,0,5,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37752,M.Williams,0,6,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37753,W.Snead IV,0,-3,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37754,M.Crabtree,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
37758,R.Jones II,0,-1,-5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37759,A.Humphries,0,3,-3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37760,C.Brate,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
37762,K.Dixon,0,2,-4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
37764,W.Snead IV,0,14,6.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37768,P.Barber,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37770,M.Evans,0,23,19.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
37784,M.Andrews,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37788,J.Brown,0,0,14.0,,0.0,0.0,0.0,0.0,0.0,0.0
37790,W.Snead IV,0,14,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
37797,C.Moore,1,5,-4.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
37800,M.Evans,0,0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0
37802,A.Humphries,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
37803,M.Evans,0,64,49.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0
37807,A.Humphries,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
37811,M.Andrews,0,14,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37813,J.Brown,0,9,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37814,W.Snead IV,0,28,23.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37815,M.Andrews,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37816,W.Snead IV,0,5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37825,M.Williams,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37826,M.Andrews,0,17,12.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37837,M.Evans,0,20,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37839,R.Jones II,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37840,M.Evans,0,0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0
37842,J.Rodgers,0,1,-3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37845,M.Evans,0,14,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37846,C.Godwin,0,0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0
37853,H.Hurst,0,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37856,J.Brown,0,0,15.0,,0.0,0.0,0.0,0.0,0.0,0.0
37859,H.Hurst,0,8,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
37862,W.Snead IV,0,0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0
37866,M.Evans,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37874,A.Humphries,0,8,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37875,C.Brate,0,9,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
37877,P.Barber,0,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37881,C.Godwin,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
37898,J.Jones,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37899,C.Ridley,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37902,C.Ridley,0,4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37904,M.Hall,0,0,20.0,,0.0,0.0,0.0,0.0,0.0,0.0
37906,L.Fitzgerald,0,8,-1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
37908,D.Johnson,0,40,27.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0
37912,D.Johnson,0,15,4.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0
37918,M.Sanu,0,0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0
37922,D.Johnson,1,0,-1.0,,0.0,0.0,0.0,1.0,0.0,0.0
37925,R.Seals-Jones,0,0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0
37926,C.Edmonds,0,9,-1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
37933,J.Jones,0,1,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
37934,A.Hooper,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
37942,J.Jones,0,22,20.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
37944,I.Smith,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
37946,I.Smith,0,8,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0
37950,L.Fitzgerald,0,-1,-5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
37956,C.Ridley,0,8,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
37957,M.Hall,0,10,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0
37958,J.Hardy,0,18,12.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0
37960,J.Jones,0,17,1.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0
37961,R.Gage,0,0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
37963,T.Coleman,0,0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0
37966,J.Gresham,0,16,11.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
37968,D.Johnson,0,0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0
37969,T.Sherfield,0,0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0
37971,C.Ridley,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37973,J.Jones,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
37975,R.Seals-Jones,0,9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37979,R.Seals-Jones,0,0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0
37981,L.Fitzgerald,0,0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0
37982,C.Ridley,0,14,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0
37983,J.Jones,0,14,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
37984,J.Jones,0,7,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
